fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
2581,2.01,697.08,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0.09,101.26,Média conectividade (100-500 m),Apiacá
2582,0.99,581.35,Muito pequeno (< 5 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",0,141.3,Média conectividade (100-500 m),Apiacá
2583,13.84,2878.68,Médio (10-100 ha),2.18,"Muito alongado (DI ≥ 2,0)",2.55,122.48,Média conectividade (100-500 m),Apiacá
2585,1.27,578.36,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,108.48,Média conectividade (100-500 m),Apiacá
2586,5.76,1005.33,Pequeno (5-10 ha),1.18,"Compacto (DI < 1,5)",1.67,34.64,Alta conectividade (< 100 m),Apiacá
2587,0.71,384.63,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,91.38,Alta conectividade (< 100 m),Apiacá
2588,1.54,594.83,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,69.57,Alta conectividade (< 100 m),Apiacá
2589,1.42,597.81,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0,373.53,Média conectividade (100-500 m),Mimoso do Sul
2591,1.5,598.12,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,890.15,Baixa conectividade (≥ 500 m),Mimoso do Sul
2592,0.72,316.33,Muito pequeno (< 5 ha),1.05,"Compacto (DI < 1,5)",0,28.75,Alta conectividade (< 100 m),Apiacá
2593,9.2,1935.27,Pequeno (5-10 ha),1.8,"Alongado (1,5 ≤ DI < 2,0)",1.29,120.64,Média conectividade (100-500 m),Apiacá
2594,832.34,94343.18,Muito grande (≥ 250 ha),9.22,"Muito alongado (DI ≥ 2,0)",449.52,9.07,Alta conectividade (< 100 m),"Mimoso do Sul,Apiacá,São José do Calçado"
2596,11.88,1658.55,Médio (10-100 ha),1.36,"Compacto (DI < 1,5)",4.99,99.38,Alta conectividade (< 100 m),Apiacá
2597,2.39,707.42,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0,100.33,Média conectividade (100-500 m),Apiacá
2598,1.14,454.37,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0,105.18,Média conectividade (100-500 m),Apiacá
2599,9.06,1851.75,Pequeno (5-10 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",2.09,116.97,Média conectividade (100-500 m),Mimoso do Sul
2600,2.52,1213.54,Muito pequeno (< 5 ha),2.16,"Muito alongado (DI ≥ 2,0)",0,91.38,Alta conectividade (< 100 m),Apiacá
2601,19.82,3614.88,Médio (10-100 ha),2.29,"Muito alongado (DI ≥ 2,0)",5.94,40.69,Alta conectividade (< 100 m),Apiacá
2602,1.11,479.86,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,75.63,Alta conectividade (< 100 m),Apiacá
2603,1.1,515.01,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,38.36,Alta conectividade (< 100 m),Mimoso do Sul
2604,1.31,471.14,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,57.77,Alta conectividade (< 100 m),Mimoso do Sul
2605,0.52,367.22,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0,48.81,Alta conectividade (< 100 m),Apiacá
2606,3.5,1199.93,Muito pequeno (< 5 ha),1.81,"Alongado (1,5 ≤ DI < 2,0)",0.01,57.77,Alta conectividade (< 100 m),Mimoso do Sul
2607,41.71,4466.28,Médio (10-100 ha),1.95,"Alongado (1,5 ≤ DI < 2,0)",23.45,54.95,Alta conectividade (< 100 m),Apiacá
2608,0.82,366.03,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,142.22,Média conectividade (100-500 m),Apiacá
2610,0.58,393.81,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,133.03,Média conectividade (100-500 m),Apiacá
2613,0.54,595.09,Muito pequeno (< 5 ha),2.28,"Muito alongado (DI ≥ 2,0)",0,98.01,Alta conectividade (< 100 m),Apiacá
2614,11.06,2020.5,Médio (10-100 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",3.16,148.53,Média conectividade (100-500 m),Apiacá
2615,0.91,492.03,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,99.38,Alta conectividade (< 100 m),Apiacá
2616,3.42,1317.7,Muito pequeno (< 5 ha),2.01,"Muito alongado (DI ≥ 2,0)",0,52.2,Alta conectividade (< 100 m),Mimoso do Sul
2617,4.7,1146.43,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0.34,255.94,Média conectividade (100-500 m),Mimoso do Sul
2618,3.88,986.72,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0.39,65.57,Alta conectividade (< 100 m),Apiacá
2619,0.74,363.66,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,229.52,Média conectividade (100-500 m),Apiacá
2620,0.51,319.03,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,890.15,Baixa conectividade (≥ 500 m),Mimoso do Sul
2621,1.78,598.85,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0.01,52.77,Alta conectividade (< 100 m),Mimoso do Sul
2622,13.5,2794.15,Médio (10-100 ha),2.15,"Muito alongado (DI ≥ 2,0)",3.7,32.71,Alta conectividade (< 100 m),Mimoso do Sul
2623,0.56,449.21,Muito pequeno (< 5 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",0,31.37,Alta conectividade (< 100 m),Apiacá
2625,1.93,580.86,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0.1,52.77,Alta conectividade (< 100 m),Mimoso do Sul
2626,0.64,337.37,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,108.98,Média conectividade (100-500 m),Mimoso do Sul
2627,2.83,1262.18,Muito pequeno (< 5 ha),2.12,"Muito alongado (DI ≥ 2,0)",0,48.81,Alta conectividade (< 100 m),Apiacá
2628,1.03,620.3,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,63.88,Alta conectividade (< 100 m),Apiacá
2629,42.65,6918.67,Médio (10-100 ha),2.99,"Muito alongado (DI ≥ 2,0)",16.82,47.25,Alta conectividade (< 100 m),Mimoso do Sul
2630,0.64,410.66,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,108.56,Média conectividade (100-500 m),Apiacá
2631,53.76,6421.67,Médio (10-100 ha),2.47,"Muito alongado (DI ≥ 2,0)",25.72,26.42,Alta conectividade (< 100 m),Apiacá
2632,4.53,1094.35,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0.53,31.37,Alta conectividade (< 100 m),Apiacá
2633,0.86,742.94,Muito pequeno (< 5 ha),2.26,"Muito alongado (DI ≥ 2,0)",0,54.95,Alta conectividade (< 100 m),Apiacá
2634,19.2,3250.45,Médio (10-100 ha),2.09,"Muito alongado (DI ≥ 2,0)",5.4,108.98,Média conectividade (100-500 m),"Mimoso do Sul,Alegre"
2635,18.28,4106.39,Médio (10-100 ha),2.71,"Muito alongado (DI ≥ 2,0)",3.45,65.57,Alta conectividade (< 100 m),Apiacá
2636,233.76,24322.2,Grande (100-250 ha),4.49,"Muito alongado (DI ≥ 2,0)",132.15,9.93,Alta conectividade (< 100 m),Apiacá
2637,2.7,1005.06,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,63.88,Alta conectividade (< 100 m),Apiacá
2638,14.46,2909.81,Médio (10-100 ha),2.16,"Muito alongado (DI ≥ 2,0)",4.05,24.88,Alta conectividade (< 100 m),Apiacá
2639,2.23,686.79,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.03,70.85,Alta conectividade (< 100 m),Apiacá
2640,0.63,457.96,Muito pequeno (< 5 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0,275.07,Média conectividade (100-500 m),Apiacá
2642,0.7,463.88,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,42.56,Alta conectividade (< 100 m),Mimoso do Sul
2643,3.42,1085.78,Muito pequeno (< 5 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",0.24,40.69,Alta conectividade (< 100 m),Apiacá
2644,8.28,2532.07,Pequeno (5-10 ha),2.48,"Muito alongado (DI ≥ 2,0)",0.14,9.93,Alta conectividade (< 100 m),Apiacá
2645,0.97,408.79,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,56.83,Alta conectividade (< 100 m),Apiacá
2646,1.77,630.27,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,120.64,Média conectividade (100-500 m),Apiacá
2647,0.94,727.55,Muito pequeno (< 5 ha),2.12,"Muito alongado (DI ≥ 2,0)",0,140.21,Média conectividade (100-500 m),Apiacá
2650,0.56,392.46,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,103.43,Média conectividade (100-500 m),Apiacá
2651,20.98,2520.86,Médio (10-100 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",11.31,118.71,Média conectividade (100-500 m),Mimoso do Sul
2652,0.97,558,Muito pequeno (< 5 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",0,367.52,Média conectividade (100-500 m),Apiacá
2653,1.76,946.47,Muito pequeno (< 5 ha),2.01,"Muito alongado (DI ≥ 2,0)",0,103.43,Média conectividade (100-500 m),Apiacá
2655,0.78,354.22,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,117.99,Média conectividade (100-500 m),Apiacá
2656,5,921.39,Pequeno (5-10 ha),1.16,"Compacto (DI < 1,5)",1.41,273.59,Média conectividade (100-500 m),Mimoso do Sul
2657,1.69,536.45,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0.02,74.14,Alta conectividade (< 100 m),Mimoso do Sul
2658,1,455.49,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,74.38,Alta conectividade (< 100 m),Apiacá
2659,0.87,580.02,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,203.68,Média conectividade (100-500 m),Apiacá
2660,1.22,474.63,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,70.85,Alta conectividade (< 100 m),Apiacá
2661,3.12,863.56,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0.42,132.83,Média conectividade (100-500 m),Apiacá
2663,5.11,1229.62,Pequeno (5-10 ha),1.53,"Alongado (1,5 ≤ DI < 2,0)",0.47,52.17,Alta conectividade (< 100 m),"Mimoso do Sul,Apiacá"
2664,1.3,530.66,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,407.38,Média conectividade (100-500 m),Apiacá
2666,19.82,2993.19,Médio (10-100 ha),1.9,"Alongado (1,5 ≤ DI < 2,0)",6.97,147.84,Média conectividade (100-500 m),Apiacá
2667,0.58,341.15,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,12,Alta conectividade (< 100 m),Apiacá
2668,1.75,818.48,Muito pequeno (< 5 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",0,77.26,Alta conectividade (< 100 m),Apiacá
2669,0.84,470.27,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,255.96,Média conectividade (100-500 m),Mimoso do Sul
2670,0.89,554.19,Muito pequeno (< 5 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",0,79.13,Alta conectividade (< 100 m),Apiacá
2672,0.76,409.28,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,120.73,Média conectividade (100-500 m),Apiacá
2673,1.12,528.97,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0,98.96,Alta conectividade (< 100 m),Apiacá
2674,1.52,766.97,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,454.41,Média conectividade (100-500 m),Apiacá
2675,5.36,1526.96,Pequeno (5-10 ha),1.86,"Alongado (1,5 ≤ DI < 2,0)",0.58,60.23,Alta conectividade (< 100 m),Apiacá
2676,1.22,593.18,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,233.51,Média conectividade (100-500 m),Apiacá
2677,0.86,414.82,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,121.32,Média conectividade (100-500 m),Mimoso do Sul
2678,4.95,1431.11,Muito pequeno (< 5 ha),1.82,"Alongado (1,5 ≤ DI < 2,0)",0.43,12,Alta conectividade (< 100 m),Apiacá
2680,0.62,409.8,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,325.85,Média conectividade (100-500 m),Apiacá
2681,4.14,1033.21,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0.53,102.22,Média conectividade (100-500 m),Apiacá
2682,2.23,782.57,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,98.52,Alta conectividade (< 100 m),Mimoso do Sul
2684,1.48,748.54,Muito pequeno (< 5 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",0,217.18,Média conectividade (100-500 m),Apiacá
2685,0.52,310.22,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,24.88,Alta conectividade (< 100 m),Apiacá
2686,1.66,1128.61,Muito pequeno (< 5 ha),2.47,"Muito alongado (DI ≥ 2,0)",0,31.85,Alta conectividade (< 100 m),Mimoso do Sul
2687,1.43,599.5,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0,67.46,Alta conectividade (< 100 m),Apiacá
2688,2.97,772.74,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0.4,353.84,Média conectividade (100-500 m),Apiacá
2690,0.88,391.9,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,86.7,Alta conectividade (< 100 m),Apiacá
2692,15.5,2632.53,Médio (10-100 ha),1.89,"Alongado (1,5 ≤ DI < 2,0)",5.53,58.51,Alta conectividade (< 100 m),Apiacá
2693,1.22,595.75,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,35.25,Alta conectividade (< 100 m),Mimoso do Sul
2694,0.84,562.44,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,35.25,Alta conectividade (< 100 m),Mimoso do Sul
2695,0.74,340.58,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,259.86,Média conectividade (100-500 m),Apiacá
2697,1.65,584.46,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,26.42,Alta conectividade (< 100 m),Apiacá
2698,1.14,435.7,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,391.67,Média conectividade (100-500 m),Mimoso do Sul
2699,1.44,602.34,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,118.71,Média conectividade (100-500 m),Mimoso do Sul
2700,6.82,2666.23,Pequeno (5-10 ha),2.88,"Muito alongado (DI ≥ 2,0)",0.32,7.21,Alta conectividade (< 100 m),Apiacá
2701,2.41,674.29,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0.23,70.14,Alta conectividade (< 100 m),Apiacá
2702,0.94,506.71,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,66.65,Alta conectividade (< 100 m),Apiacá
2703,1.11,1006.43,Muito pequeno (< 5 ha),2.69,"Muito alongado (DI ≥ 2,0)",0,16.63,Alta conectividade (< 100 m),Mimoso do Sul
2704,10.58,2240.25,Médio (10-100 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",2.77,16.63,Alta conectividade (< 100 m),"Mimoso do Sul,Apiacá"
2705,0.63,364.96,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,231.47,Média conectividade (100-500 m),Apiacá
2706,0.83,658.94,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0,70.14,Alta conectividade (< 100 m),Apiacá
2707,0.94,404.71,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,140.87,Média conectividade (100-500 m),Apiacá
2708,4.61,1032.16,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0.85,168.48,Média conectividade (100-500 m),Apiacá
2710,2.06,969.17,Muito pequeno (< 5 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",0,189.86,Média conectividade (100-500 m),Apiacá
2711,3.95,1249.36,Muito pequeno (< 5 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",0.25,466.22,Média conectividade (100-500 m),"Mimoso do Sul,Alegre"
2713,0.81,753.62,Muito pequeno (< 5 ha),2.37,"Muito alongado (DI ≥ 2,0)",0,94.23,Alta conectividade (< 100 m),Apiacá
2714,8.14,1161.51,Pequeno (5-10 ha),1.15,"Compacto (DI < 1,5)",3.31,179.42,Média conectividade (100-500 m),Apiacá
2715,3.46,1806.37,Muito pequeno (< 5 ha),2.74,"Muito alongado (DI ≥ 2,0)",0,53.06,Alta conectividade (< 100 m),Mimoso do Sul
2716,0.77,480.29,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,7.21,Alta conectividade (< 100 m),Apiacá
2717,1.55,596.51,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,105.27,Média conectividade (100-500 m),Apiacá
2718,13.29,2013.76,Médio (10-100 ha),1.56,"Alongado (1,5 ≤ DI < 2,0)",4.47,36.01,Alta conectividade (< 100 m),Mimoso do Sul
2719,19.59,2420.45,Médio (10-100 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",9.16,36.01,Alta conectividade (< 100 m),Mimoso do Sul
2720,1.24,780.33,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0,253.2,Média conectividade (100-500 m),Apiacá
2721,3.93,1446.32,Muito pequeno (< 5 ha),2.06,"Muito alongado (DI ≥ 2,0)",0.07,140.87,Média conectividade (100-500 m),Apiacá
2722,88.97,9468.93,Médio (10-100 ha),2.83,"Muito alongado (DI ≥ 2,0)",49.76,34.79,Alta conectividade (< 100 m),Mimoso do Sul
2723,2.11,751.85,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0.02,94.23,Alta conectividade (< 100 m),Apiacá
2724,3.37,951.67,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0.23,74.78,Alta conectividade (< 100 m),Apiacá
2725,0.65,401.79,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,103.69,Média conectividade (100-500 m),Apiacá
2726,0.84,402.21,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,179.42,Média conectividade (100-500 m),Apiacá
2727,16.38,4706.19,Médio (10-100 ha),3.28,"Muito alongado (DI ≥ 2,0)",2.08,22.59,Alta conectividade (< 100 m),Apiacá
2730,20.32,7515.76,Médio (10-100 ha),4.7,"Muito alongado (DI ≥ 2,0)",1.66,18.15,Alta conectividade (< 100 m),Mimoso do Sul
2731,10.68,1894.06,Médio (10-100 ha),1.64,"Alongado (1,5 ≤ DI < 2,0)",4.24,17.94,Alta conectividade (< 100 m),Apiacá
2732,18.75,2457.58,Médio (10-100 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",7.68,68.76,Alta conectividade (< 100 m),Apiacá
2733,0.95,401.31,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,199.38,Média conectividade (100-500 m),Apiacá
2734,1.26,602.61,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,58.51,Alta conectividade (< 100 m),Apiacá
2735,1.6,830.34,Muito pequeno (< 5 ha),1.85,"Alongado (1,5 ≤ DI < 2,0)",0,104.24,Média conectividade (100-500 m),Mimoso do Sul
2736,2.15,765.07,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0,93.77,Alta conectividade (< 100 m),Apiacá
2737,139.92,17810.79,Grande (100-250 ha),4.25,"Muito alongado (DI ≥ 2,0)",64.97,18.81,Alta conectividade (< 100 m),"Apiacá,Bom Jesus do Norte"
2738,1.37,812.64,Muito pequeno (< 5 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",0,101.72,Média conectividade (100-500 m),Apiacá
2739,1.81,550.84,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0.04,491.41,Média conectividade (100-500 m),Mimoso do Sul
2741,0.54,326.2,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,59.11,Alta conectividade (< 100 m),Mimoso do Sul
2742,13.6,2322.41,Médio (10-100 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",4.95,101.72,Média conectividade (100-500 m),Apiacá
2743,0.94,538.72,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,74.78,Alta conectividade (< 100 m),Apiacá
2745,0.55,366.1,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,229.91,Média conectividade (100-500 m),Apiacá
2746,3.2,1518.64,Muito pequeno (< 5 ha),2.4,"Muito alongado (DI ≥ 2,0)",0,12.77,Alta conectividade (< 100 m),Apiacá
2747,0.57,308.76,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,293.96,Média conectividade (100-500 m),Apiacá
2748,0.67,628.4,Muito pequeno (< 5 ha),2.16,"Muito alongado (DI ≥ 2,0)",0,263.3,Média conectividade (100-500 m),Apiacá
2750,3.05,1549.03,Muito pequeno (< 5 ha),2.5,"Muito alongado (DI ≥ 2,0)",0,38.71,Alta conectividade (< 100 m),Mimoso do Sul
2751,2.36,784.27,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0.04,171.91,Média conectividade (100-500 m),Apiacá
2752,1.73,916.46,Muito pequeno (< 5 ha),1.97,"Alongado (1,5 ≤ DI < 2,0)",0,17.94,Alta conectividade (< 100 m),Apiacá
2753,0.71,462.41,Muito pequeno (< 5 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0,238.98,Média conectividade (100-500 m),Apiacá
2754,0.53,288.48,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,325.84,Média conectividade (100-500 m),Apiacá
2757,17.31,3892.08,Médio (10-100 ha),2.64,"Muito alongado (DI ≥ 2,0)",2.55,39.3,Alta conectividade (< 100 m),Apiacá
2759,1.2,679.11,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,91.01,Alta conectividade (< 100 m),"Mimoso do Sul,Apiacá"
2761,0.78,508.03,Muito pequeno (< 5 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0,12.77,Alta conectividade (< 100 m),Apiacá
2762,0.79,505.21,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,142.92,Média conectividade (100-500 m),"Mimoso do Sul,Alegre"
2764,2.13,1027.22,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0,22.71,Alta conectividade (< 100 m),Apiacá
2766,0.85,478.93,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,227.25,Média conectividade (100-500 m),Apiacá
2767,1.32,467.58,Muito pequeno (< 5 ha),1.15,"Compacto (DI < 1,5)",0,131.64,Média conectividade (100-500 m),Mimoso do Sul
2769,6.69,1821.43,Pequeno (5-10 ha),1.99,"Alongado (1,5 ≤ DI < 2,0)",0.36,132.64,Média conectividade (100-500 m),Apiacá
2770,0.63,330.54,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,132.64,Média conectividade (100-500 m),Apiacá
2771,1.04,448.52,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,1444.54,Baixa conectividade (≥ 500 m),Apiacá
2772,11.77,1797.68,Médio (10-100 ha),1.48,"Compacto (DI < 1,5)",4.74,32.93,Alta conectividade (< 100 m),Apiacá
2773,2.49,726.07,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.08,93.45,Alta conectividade (< 100 m),Apiacá
2775,1.14,555.22,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,53.7,Alta conectividade (< 100 m),Mimoso do Sul
2776,1.54,679.28,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,31.23,Alta conectividade (< 100 m),Mimoso do Sul
2777,1.21,554.16,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,16.89,Alta conectividade (< 100 m),Mimoso do Sul
2778,19.85,2039.66,Médio (10-100 ha),1.29,"Compacto (DI < 1,5)",10.95,32.93,Alta conectividade (< 100 m),Apiacá
2781,0.89,389.92,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,38.71,Alta conectividade (< 100 m),Mimoso do Sul
2782,0.62,491.85,Muito pequeno (< 5 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",0,15.63,Alta conectividade (< 100 m),Apiacá
2783,9.15,2100.37,Pequeno (5-10 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",1.57,142.92,Média conectividade (100-500 m),"Mimoso do Sul,Alegre"
2785,19.95,3239.39,Médio (10-100 ha),2.05,"Muito alongado (DI ≥ 2,0)",7.63,15.63,Alta conectividade (< 100 m),Apiacá
2786,3.07,1403.4,Muito pequeno (< 5 ha),2.26,"Muito alongado (DI ≥ 2,0)",0,37.82,Alta conectividade (< 100 m),Apiacá
2787,1.91,665.16,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,25.37,Alta conectividade (< 100 m),Mimoso do Sul
2789,4.26,1051.6,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0.61,227.25,Média conectividade (100-500 m),Apiacá
2790,74.65,8988.43,Médio (10-100 ha),2.93,"Muito alongado (DI ≥ 2,0)",35.48,54.33,Alta conectividade (< 100 m),"Apiacá,Bom Jesus do Norte"
2792,8.29,1727.17,Pequeno (5-10 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",1.16,268.71,Média conectividade (100-500 m),"Mimoso do Sul,Alegre"
2793,1.72,933.51,Muito pequeno (< 5 ha),2.01,"Muito alongado (DI ≥ 2,0)",0,112.21,Média conectividade (100-500 m),Apiacá
2794,17.58,2529.04,Médio (10-100 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",6.92,49.68,Alta conectividade (< 100 m),Apiacá
2795,0.69,448.03,Muito pequeno (< 5 ha),1.53,"Alongado (1,5 ≤ DI < 2,0)",0,136.75,Média conectividade (100-500 m),Apiacá
2796,0.84,403.3,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,84.51,Alta conectividade (< 100 m),Mimoso do Sul
2797,2.53,847.38,Muito pequeno (< 5 ha),1.5,"Alongado (1,5 ≤ DI < 2,0)",0.03,54.33,Alta conectividade (< 100 m),Apiacá
2799,1.21,463.42,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,289.7,Média conectividade (100-500 m),Apiacá
2800,1.08,619.66,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,23.9,Alta conectividade (< 100 m),Apiacá
2801,16.33,3646.8,Médio (10-100 ha),2.55,"Muito alongado (DI ≥ 2,0)",2.26,34.79,Alta conectividade (< 100 m),Mimoso do Sul
2802,2.43,1278.38,Muito pequeno (< 5 ha),2.32,"Muito alongado (DI ≥ 2,0)",0,67.54,Alta conectividade (< 100 m),Apiacá
