fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
4481,1.25,685.41,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,82.07,Alta conectividade (< 100 m),Divino de São Lourenço
4482,4.96,1484.73,Muito pequeno (< 5 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",0.34,79.78,Alta conectividade (< 100 m),"Divino de São Lourenço,Ibitirama"
4483,1.99,662.36,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,120.91,Média conectividade (100-500 m),Divino de São Lourenço
4484,1.59,805.45,Muito pequeno (< 5 ha),1.8,"Alongado (1,5 ≤ DI < 2,0)",0,3.58,Alta conectividade (< 100 m),Divino de São Lourenço
4485,1.04,567.72,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,338.46,Média conectividade (100-500 m),Divino de São Lourenço
4486,3.76,837.33,Muito pequeno (< 5 ha),1.22,"Compacto (DI < 1,5)",0.7,278.14,Média conectividade (100-500 m),Guaçuí
4487,0.61,362.95,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,3.58,Alta conectividade (< 100 m),Divino de São Lourenço
4488,2.87,1010.83,Muito pequeno (< 5 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0,32.78,Alta conectividade (< 100 m),Guaçuí
4489,2.83,1218.28,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0.02,43.79,Alta conectividade (< 100 m),Divino de São Lourenço
4490,0.77,700.62,Muito pequeno (< 5 ha),2.25,"Muito alongado (DI ≥ 2,0)",0,66.82,Alta conectividade (< 100 m),Guaçuí
4491,0.72,462.41,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,6.37,Alta conectividade (< 100 m),Guaçuí
4492,1.93,1002,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0,13.86,Alta conectividade (< 100 m),Divino de São Lourenço
4493,0.57,336.49,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,98.06,Alta conectividade (< 100 m),Divino de São Lourenço
4494,18.62,2963.33,Médio (10-100 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",7.42,32.78,Alta conectividade (< 100 m),Guaçuí
4495,1.84,647.54,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.02,123.23,Média conectividade (100-500 m),Guaçuí
4496,1.16,1391.79,Muito pequeno (< 5 ha),3.64,"Muito alongado (DI ≥ 2,0)",0,2.72,Alta conectividade (< 100 m),Divino de São Lourenço
4497,2.63,1129.63,Muito pequeno (< 5 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",0,60.35,Alta conectividade (< 100 m),Divino de São Lourenço
4499,0.78,605.38,Muito pequeno (< 5 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",0,64.52,Alta conectividade (< 100 m),Guaçuí
4500,1.19,450.2,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,88.11,Alta conectividade (< 100 m),Guaçuí
4501,6.37,1382.89,Pequeno (5-10 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",1.53,17.84,Alta conectividade (< 100 m),Divino de São Lourenço
4502,0.68,1127.48,Muito pequeno (< 5 ha),3.86,"Muito alongado (DI ≥ 2,0)",0,2.72,Alta conectividade (< 100 m),Divino de São Lourenço
4504,7.88,1975.44,Pequeno (5-10 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0.8,22.24,Alta conectividade (< 100 m),Guaçuí
4505,1,481.18,Muito pequeno (< 5 ha),1.36,"Compacto (DI < 1,5)",0,78.66,Alta conectividade (< 100 m),Guaçuí
4506,0.95,422.62,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,250.7,Média conectividade (100-500 m),Divino de São Lourenço
4507,4.81,940.36,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",1.21,275.79,Média conectividade (100-500 m),Guaçuí
4508,2.48,1778.53,Muito pequeno (< 5 ha),3.19,"Muito alongado (DI ≥ 2,0)",0,211.06,Média conectividade (100-500 m),Guaçuí
4509,24.86,3810.76,Médio (10-100 ha),2.16,"Muito alongado (DI ≥ 2,0)",7.89,17.84,Alta conectividade (< 100 m),Divino de São Lourenço
4510,0.69,362.96,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,66.82,Alta conectividade (< 100 m),Guaçuí
4511,3.19,1118.38,Muito pequeno (< 5 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",0.24,82.07,Alta conectividade (< 100 m),Divino de São Lourenço
4512,1.32,584.16,Muito pequeno (< 5 ha),1.43,"Compacto (DI < 1,5)",0,121.13,Média conectividade (100-500 m),Guaçuí
4513,15.48,2610.34,Médio (10-100 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",4.28,50.97,Alta conectividade (< 100 m),Guaçuí
4514,0.62,1156.77,Muito pequeno (< 5 ha),4.16,"Muito alongado (DI ≥ 2,0)",0,2.15,Alta conectividade (< 100 m),Divino de São Lourenço
4515,1.88,637.01,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0.04,75.39,Alta conectividade (< 100 m),Guaçuí
4516,3.18,2483.74,Muito pequeno (< 5 ha),3.93,"Muito alongado (DI ≥ 2,0)",0,2.15,Alta conectividade (< 100 m),Divino de São Lourenço
4517,0.92,451.54,Muito pequeno (< 5 ha),1.32,"Compacto (DI < 1,5)",0,88.11,Alta conectividade (< 100 m),Guaçuí
4518,0.52,393.61,Muito pequeno (< 5 ha),1.54,"Alongado (1,5 ≤ DI < 2,0)",0,2.84,Alta conectividade (< 100 m),Divino de São Lourenço
4519,0.97,734.97,Muito pequeno (< 5 ha),2.1,"Muito alongado (DI ≥ 2,0)",0,2.44,Alta conectividade (< 100 m),Divino de São Lourenço
4520,1.01,456.65,Muito pequeno (< 5 ha),1.28,"Compacto (DI < 1,5)",0,2.83,Alta conectividade (< 100 m),Divino de São Lourenço
4521,0.86,519.15,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,113.18,Média conectividade (100-500 m),Guaçuí
4522,1,447.27,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,43.79,Alta conectividade (< 100 m),Divino de São Lourenço
4523,22.3,3882.02,Médio (10-100 ha),2.32,"Muito alongado (DI ≥ 2,0)",6.96,6.56,Alta conectividade (< 100 m),Divino de São Lourenço
4524,0.58,288.18,Muito pequeno (< 5 ha),1.07,"Compacto (DI < 1,5)",0,289.83,Média conectividade (100-500 m),Guaçuí
4525,8.38,1952.92,Pequeno (5-10 ha),1.9,"Alongado (1,5 ≤ DI < 2,0)",1.07,22.24,Alta conectividade (< 100 m),Guaçuí
4526,0.88,433.33,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0,459.3,Média conectividade (100-500 m),Divino de São Lourenço
4527,0.51,343.7,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,69.67,Alta conectividade (< 100 m),Divino de São Lourenço
4528,7.44,1394.37,Pequeno (5-10 ha),1.44,"Compacto (DI < 1,5)",1.92,159.16,Média conectividade (100-500 m),Divino de São Lourenço
4529,34.66,5927.43,Médio (10-100 ha),2.84,"Muito alongado (DI ≥ 2,0)",10.86,117.65,Média conectividade (100-500 m),Guaçuí
4530,0.71,599.55,Muito pequeno (< 5 ha),2.01,"Muito alongado (DI ≥ 2,0)",0,36.6,Alta conectividade (< 100 m),Divino de São Lourenço
4531,1.11,530.81,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,80.59,Alta conectividade (< 100 m),Guaçuí
4535,8.94,1804.47,Pequeno (5-10 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",1.86,69.44,Alta conectividade (< 100 m),Guaçuí
4536,2.12,1125.23,Muito pequeno (< 5 ha),2.18,"Muito alongado (DI ≥ 2,0)",0,6.56,Alta conectividade (< 100 m),Divino de São Lourenço
4537,1.85,646.67,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,222.09,Média conectividade (100-500 m),Guaçuí
4538,6110.31,291155.85,Muito grande (≥ 250 ha),10.51,"Muito alongado (DI ≥ 2,0)",4869.76,6,Alta conectividade (< 100 m),"Dores do Rio Preto,Divino de São Lourenço,Ibitiram"
4539,15.04,3765.79,Médio (10-100 ha),2.74,"Muito alongado (DI ≥ 2,0)",2.55,75.39,Alta conectividade (< 100 m),Guaçuí
4540,1.78,939.37,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0,145.21,Média conectividade (100-500 m),Guaçuí
4541,23.55,4452.61,Médio (10-100 ha),2.59,"Muito alongado (DI ≥ 2,0)",7.3,83.78,Alta conectividade (< 100 m),Guaçuí
4542,1.02,493.18,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,83.78,Alta conectividade (< 100 m),Guaçuí
4546,1,530.21,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0,36.73,Alta conectividade (< 100 m),Guaçuí
4547,14.83,3664.41,Médio (10-100 ha),2.68,"Muito alongado (DI ≥ 2,0)",2.84,131.13,Média conectividade (100-500 m),Divino de São Lourenço
4550,3.85,1256.04,Muito pequeno (< 5 ha),1.81,"Alongado (1,5 ≤ DI < 2,0)",0.07,141.87,Média conectividade (100-500 m),Guaçuí
4551,3.16,1031.76,Muito pequeno (< 5 ha),1.64,"Alongado (1,5 ≤ DI < 2,0)",0.05,196.17,Média conectividade (100-500 m),Guaçuí
4552,13.3,2434.98,Médio (10-100 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",3.57,126.9,Média conectividade (100-500 m),Guaçuí
4553,5.13,1182.62,Pequeno (5-10 ha),1.47,"Compacto (DI < 1,5)",0.33,145.21,Média conectividade (100-500 m),Guaçuí
4554,1,721.38,Muito pequeno (< 5 ha),2.04,"Muito alongado (DI ≥ 2,0)",0,440.91,Média conectividade (100-500 m),Divino de São Lourenço
4555,0.52,374.05,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,167.67,Média conectividade (100-500 m),Divino de São Lourenço
4556,0.6,418.15,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,36.73,Alta conectividade (< 100 m),Guaçuí
4557,1.67,553.48,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,296.49,Média conectividade (100-500 m),Guaçuí
4558,11.4,1699.71,Médio (10-100 ha),1.42,"Compacto (DI < 1,5)",4.72,235.29,Média conectividade (100-500 m),"Guaçuí,Divino de São Lourenço"
4559,3.15,1247.3,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0.13,292.8,Média conectividade (100-500 m),Guaçuí
4560,3.6,1766.24,Muito pequeno (< 5 ha),2.63,"Muito alongado (DI ≥ 2,0)",0,17.04,Alta conectividade (< 100 m),Divino de São Lourenço
4561,0.55,289.16,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0,82.42,Alta conectividade (< 100 m),Divino de São Lourenço
4562,1.01,720.74,Muito pequeno (< 5 ha),2.03,"Muito alongado (DI ≥ 2,0)",0,230.79,Média conectividade (100-500 m),Divino de São Lourenço
4563,7.43,1831.41,Pequeno (5-10 ha),1.9,"Alongado (1,5 ≤ DI < 2,0)",1.52,286.49,Média conectividade (100-500 m),Guaçuí
4564,2.27,973.72,Muito pequeno (< 5 ha),1.82,"Alongado (1,5 ≤ DI < 2,0)",0.02,98.05,Alta conectividade (< 100 m),Divino de São Lourenço
4565,0.92,668.62,Muito pequeno (< 5 ha),1.97,"Alongado (1,5 ≤ DI < 2,0)",0,99.75,Alta conectividade (< 100 m),Guaçuí
4566,0.63,377.7,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,64.65,Alta conectividade (< 100 m),Guaçuí
4567,0.61,602.31,Muito pequeno (< 5 ha),2.17,"Muito alongado (DI ≥ 2,0)",0,189.9,Média conectividade (100-500 m),Guaçuí
4568,0.76,336.45,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,82.42,Alta conectividade (< 100 m),Divino de São Lourenço
4571,0.59,443.48,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0,263.59,Média conectividade (100-500 m),Guaçuí
4573,5.76,1225.89,Pequeno (5-10 ha),1.44,"Compacto (DI < 1,5)",1.18,141.87,Média conectividade (100-500 m),Guaçuí
4574,0.62,344.04,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,295.52,Média conectividade (100-500 m),Divino de São Lourenço
4575,4.8,1326.07,Muito pequeno (< 5 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0.1,80.13,Alta conectividade (< 100 m),Guaçuí
4576,4.37,1048.2,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0.69,227.9,Média conectividade (100-500 m),"Guaçuí,Divino de São Lourenço"
4579,0.84,409.56,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,72.93,Alta conectividade (< 100 m),Divino de São Lourenço
4580,1.46,636.07,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,17.04,Alta conectividade (< 100 m),Divino de São Lourenço
4581,0.81,354.08,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,271.46,Média conectividade (100-500 m),Divino de São Lourenço
4582,15.49,2322.16,Médio (10-100 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",5.45,95.02,Alta conectividade (< 100 m),Guaçuí
4583,0.52,337.85,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,46.6,Alta conectividade (< 100 m),Divino de São Lourenço
4584,1.87,1138.8,Muito pequeno (< 5 ha),2.35,"Muito alongado (DI ≥ 2,0)",0,129.79,Média conectividade (100-500 m),Guaçuí
4585,2.22,1321.89,Muito pequeno (< 5 ha),2.5,"Muito alongado (DI ≥ 2,0)",0,69.44,Alta conectividade (< 100 m),Guaçuí
4586,3.82,1034.86,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0.55,230.79,Média conectividade (100-500 m),Divino de São Lourenço
4587,0.86,604.16,Muito pequeno (< 5 ha),1.84,"Alongado (1,5 ≤ DI < 2,0)",0,296.49,Média conectividade (100-500 m),Guaçuí
4588,1.03,455.89,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0,189.9,Média conectividade (100-500 m),Guaçuí
4589,2.45,988.24,Muito pequeno (< 5 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",0.05,211.06,Média conectividade (100-500 m),Guaçuí
4592,0.56,323.2,Muito pequeno (< 5 ha),1.22,"Compacto (DI < 1,5)",0,110.1,Média conectividade (100-500 m),Guaçuí
4593,40.3,4937.88,Médio (10-100 ha),2.19,"Muito alongado (DI ≥ 2,0)",18.6,42.23,Alta conectividade (< 100 m),Guaçuí
4594,1.19,432.38,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,758.38,Baixa conectividade (≥ 500 m),Guaçuí
4595,4.31,952.1,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.88,108.26,Média conectividade (100-500 m),Divino de São Lourenço
4596,10.99,3029.97,Médio (10-100 ha),2.58,"Muito alongado (DI ≥ 2,0)",0.47,90.09,Alta conectividade (< 100 m),Divino de São Lourenço
4597,1.31,490.96,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,129.79,Média conectividade (100-500 m),Guaçuí
4598,2.27,718.96,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.05,111.56,Média conectividade (100-500 m),Divino de São Lourenço
4599,2.05,1464.35,Muito pequeno (< 5 ha),2.88,"Muito alongado (DI ≥ 2,0)",0,48.34,Alta conectividade (< 100 m),Divino de São Lourenço
4600,1.13,469.77,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0,14.56,Alta conectividade (< 100 m),Divino de São Lourenço
4601,0.75,638.26,Muito pequeno (< 5 ha),2.07,"Muito alongado (DI ≥ 2,0)",0,243.12,Média conectividade (100-500 m),Guaçuí
4602,1.13,549.89,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0,115.59,Média conectividade (100-500 m),Guaçuí
4603,1.48,752.41,Muito pequeno (< 5 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",0,23.7,Alta conectividade (< 100 m),Guaçuí
4604,1.65,854.46,Muito pequeno (< 5 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",0,70.26,Alta conectividade (< 100 m),Guaçuí
4605,1.56,827.82,Muito pequeno (< 5 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",0,144.32,Média conectividade (100-500 m),"Guaçuí,Divino de São Lourenço"
4606,3.61,929.08,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0.16,110.1,Média conectividade (100-500 m),Guaçuí
4607,1.88,649.63,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0.06,36.92,Alta conectividade (< 100 m),Divino de São Lourenço
4608,7.53,1622.2,Pequeno (5-10 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",1.12,14.56,Alta conectividade (< 100 m),Divino de São Lourenço
4610,1.47,822.67,Muito pequeno (< 5 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",0,263.78,Média conectividade (100-500 m),Divino de São Lourenço
4611,4.76,1129.36,Muito pequeno (< 5 ha),1.46,"Compacto (DI < 1,5)",0.6,73.67,Alta conectividade (< 100 m),Guaçuí
4612,1.12,504.36,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,62.82,Alta conectividade (< 100 m),Divino de São Lourenço
4614,2.57,800.96,Muito pequeno (< 5 ha),1.41,"Compacto (DI < 1,5)",0.04,354.27,Média conectividade (100-500 m),Guaçuí
4615,1.72,775.15,Muito pequeno (< 5 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",0,48.34,Alta conectividade (< 100 m),Divino de São Lourenço
4616,41.52,3658.21,Médio (10-100 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",25.58,23.7,Alta conectividade (< 100 m),Guaçuí
4617,6.9,1210.32,Pequeno (5-10 ha),1.3,"Compacto (DI < 1,5)",2.05,142.37,Média conectividade (100-500 m),Guaçuí
4619,0.65,502.35,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,336.81,Média conectividade (100-500 m),Divino de São Lourenço
4620,1.26,519.35,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,148.26,Média conectividade (100-500 m),Divino de São Lourenço
4621,4.96,960.57,Muito pequeno (< 5 ha),1.22,"Compacto (DI < 1,5)",1.22,90.09,Alta conectividade (< 100 m),Divino de São Lourenço
4622,1.12,439.74,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0,41.29,Alta conectividade (< 100 m),Guaçuí
4623,0.89,422.22,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,63.26,Alta conectividade (< 100 m),Divino de São Lourenço
4625,1.97,643.76,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.03,36.92,Alta conectividade (< 100 m),Divino de São Lourenço
4627,0.59,432.5,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0,73.67,Alta conectividade (< 100 m),Guaçuí
4628,1.22,747.77,Muito pequeno (< 5 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",0,180.93,Média conectividade (100-500 m),Guaçuí
4629,34.21,3506.99,Médio (10-100 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",19.48,115.59,Média conectividade (100-500 m),Guaçuí
4630,0.83,552.17,Muito pequeno (< 5 ha),1.71,"Alongado (1,5 ≤ DI < 2,0)",0,57.78,Alta conectividade (< 100 m),Divino de São Lourenço
4631,5.33,1372.9,Pequeno (5-10 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",0.43,243.12,Média conectividade (100-500 m),Guaçuí
4632,1.61,598.55,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0,41.29,Alta conectividade (< 100 m),Guaçuí
4633,0.9,555.49,Muito pequeno (< 5 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",0,343.09,Média conectividade (100-500 m),Guaçuí
4634,1.38,475.82,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0,83.27,Alta conectividade (< 100 m),Guaçuí
4636,0.52,284.98,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,95.02,Alta conectividade (< 100 m),Guaçuí
4637,3.62,1324.55,Muito pequeno (< 5 ha),1.96,"Alongado (1,5 ≤ DI < 2,0)",0.01,63.26,Alta conectividade (< 100 m),Divino de São Lourenço
4640,1.36,646.88,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,102.18,Média conectividade (100-500 m),Divino de São Lourenço
4641,0.97,480.48,Muito pequeno (< 5 ha),1.38,"Compacto (DI < 1,5)",0,124.35,Média conectividade (100-500 m),Divino de São Lourenço
4642,19.69,3552.67,Médio (10-100 ha),2.26,"Muito alongado (DI ≥ 2,0)",6.77,77.85,Alta conectividade (< 100 m),Divino de São Lourenço
4643,5.35,1070.2,Pequeno (5-10 ha),1.31,"Compacto (DI < 1,5)",1.32,203.64,Média conectividade (100-500 m),Guaçuí
4644,8.59,1724.88,Pequeno (5-10 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",1.6,83.27,Alta conectividade (< 100 m),Guaçuí
4645,6.06,1436.89,Pequeno (5-10 ha),1.65,"Alongado (1,5 ≤ DI < 2,0)",1.14,236.98,Média conectividade (100-500 m),Divino de São Lourenço
4647,6.87,1700.53,Pequeno (5-10 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0.92,79.9,Alta conectividade (< 100 m),Divino de São Lourenço
4648,29.59,4885.94,Médio (10-100 ha),2.53,"Muito alongado (DI ≥ 2,0)",9.76,42.23,Alta conectividade (< 100 m),Guaçuí
4649,0.82,364.97,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0,187.61,Média conectividade (100-500 m),Guaçuí
4650,1.27,439.4,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0,120.35,Média conectividade (100-500 m),Divino de São Lourenço
4652,2.73,1231.88,Muito pequeno (< 5 ha),2.1,"Muito alongado (DI ≥ 2,0)",0,242.59,Média conectividade (100-500 m),Divino de São Lourenço
4653,2.81,801.61,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0.18,187.42,Média conectividade (100-500 m),Guaçuí
4654,1.4,666.19,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0,180.16,Média conectividade (100-500 m),Divino de São Lourenço
4655,2.46,1037.56,Muito pequeno (< 5 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",0.01,50.1,Alta conectividade (< 100 m),Guaçuí
4656,6.33,1403.52,Pequeno (5-10 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0.94,211.82,Média conectividade (100-500 m),Guaçuí
4657,1.05,626.69,Muito pequeno (< 5 ha),1.73,"Alongado (1,5 ≤ DI < 2,0)",0,131.97,Média conectividade (100-500 m),Guaçuí
4658,49.79,6744.17,Médio (10-100 ha),2.7,"Muito alongado (DI ≥ 2,0)",23.07,118.46,Média conectividade (100-500 m),"Guaçuí,Dores do Rio Preto,Divino de São Lourenço"
4660,12.3,2960.27,Médio (10-100 ha),2.38,"Muito alongado (DI ≥ 2,0)",1.28,511.55,Baixa conectividade (≥ 500 m),Guaçuí
4661,53.44,3834.36,Médio (10-100 ha),1.48,"Compacto (DI < 1,5)",35.62,296.13,Média conectividade (100-500 m),Guaçuí
4662,0.59,282.45,Muito pequeno (< 5 ha),1.04,"Compacto (DI < 1,5)",0,172.6,Média conectividade (100-500 m),Guaçuí
4663,1.28,540.77,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,106.8,Média conectividade (100-500 m),Divino de São Lourenço
4664,0.86,442.59,Muito pequeno (< 5 ha),1.35,"Compacto (DI < 1,5)",0,39.97,Alta conectividade (< 100 m),Divino de São Lourenço
4665,0.79,367.74,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,16.05,Alta conectividade (< 100 m),Divino de São Lourenço
4666,7.81,2158.04,Pequeno (5-10 ha),2.18,"Muito alongado (DI ≥ 2,0)",1.13,69.14,Alta conectividade (< 100 m),Guaçuí
4668,1.57,774.45,Muito pequeno (< 5 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",0,16.2,Alta conectividade (< 100 m),Divino de São Lourenço
4669,6.41,1312.4,Pequeno (5-10 ha),1.46,"Compacto (DI < 1,5)",1.37,311,Média conectividade (100-500 m),Guaçuí
4670,5.55,1420.28,Pequeno (5-10 ha),1.7,"Alongado (1,5 ≤ DI < 2,0)",0.54,174.75,Média conectividade (100-500 m),Guaçuí
4672,1.37,458.22,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0.01,256.23,Média conectividade (100-500 m),Guaçuí
4673,3.95,939.57,Muito pequeno (< 5 ha),1.33,"Compacto (DI < 1,5)",0.48,69.14,Alta conectividade (< 100 m),Guaçuí
4674,1.5,546.74,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0.01,221.66,Média conectividade (100-500 m),Divino de São Lourenço
4675,0.7,355.06,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,39.97,Alta conectividade (< 100 m),Divino de São Lourenço
4676,1.41,813.72,Muito pequeno (< 5 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",0,116.8,Média conectividade (100-500 m),Guaçuí
4677,2.48,824.1,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,116.8,Média conectividade (100-500 m),Guaçuí
4678,0.81,381.77,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0,182.26,Média conectividade (100-500 m),Divino de São Lourenço
4679,1.07,614.72,Muito pequeno (< 5 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",0,73.52,Alta conectividade (< 100 m),Guaçuí
4680,1.21,578.68,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,187.42,Média conectividade (100-500 m),Guaçuí
4681,8.82,2158.46,Pequeno (5-10 ha),2.05,"Muito alongado (DI ≥ 2,0)",1.13,176.12,Média conectividade (100-500 m),Divino de São Lourenço
